Total Demand,predicted_demand,percentage_error,within_2_percent
4987.95667,5948.800000000001,19.263265372351395,False
4930.02333,5605.6,13.703315882685699,False
4741.58333,5605.6,18.222112949768615,False
4602.705,5491.2,19.303757247097085,False
4863.47333,5491.2,12.90696231699085,False
4750.89333,5376.8,13.174504804131232,False
4478.385,5376.8,20.061138111171772,False
4288.68,5262.400000000001,22.704421873396946,False
4178.84833,5262.400000000001,25.929432810977392,False
4163.07333,5148.0,23.65864331291997,False
4167.64667,5148.0,23.522947303975744,False
4240.65667,5148.0,21.396293088730516,False
4481.645,5148.0,14.868535995153554,False
4664.76833,5720.0,22.62130925588753,False
4951.98833,5720.0,15.509157510474179,False
5272.28833,6292.000000000001,19.34096935096872,False
5271.59333,6292.000000000001,19.356703108963096,False
5395.81833,6635.200000000001,22.969299450079905,False
5530.815,6635.200000000001,19.967852839048156,False
5649.12,6635.200000000001,17.45546208967062,False
5688.90833,6635.200000000001,16.63397641705365,False
5752.805,6635.200000000001,15.338517471042392,False
5829.125,6635.200000000001,13.82840477773252,False
5922.09833,6635.200000000001,12.041368283055863,False
5974.77,6635.200000000001,11.05364725336708,False
6021.66833,6635.200000000001,10.18873236414202,False
6126.495,6635.200000000001,8.30336105717871,False
6165.52,6635.200000000001,7.617848940559763,False
6221.29333,6635.200000000001,6.65306469322192,False
6285.87167,6635.200000000001,5.55735701171259,False
6333.315,6635.200000000001,4.766619061265722,False
6378.68667,6635.200000000001,4.021412921980077,False
6432.61167,6635.200000000001,3.1493946843522185,False
6493.70167,6806.800000000001,4.821569359221898,False
6508.215,6806.800000000001,4.587817089632118,False
6458.41333,6864.000000000001,6.279973877113259,False
6235.75667,6864.000000000001,10.074853193397637,False
6041.00667,6921.200000000001,14.570308858804836,False
5818.73167,6921.200000000001,18.94688383181623,False
5718.76167,6864.000000000001,20.025984576482642,False
5567.355,6864.000000000001,23.290144063024567,False
5515.33333,6578.000000000001,19.267496748016143,False
5497.39333,6578.000000000001,19.656710101185375,False
5411.515,6292.000000000001,16.270582267627468,False
5241.72833,6292.000000000001,20.03674368221218,False
5023.86333,5948.800000000001,18.410864493003654,False
4853.53833,5948.800000000001,22.566251578361403,False
4762.355,5948.800000000001,24.912989476845,False
5148.335,5948.800000000001,15.54803640400248,False
5085.22833,5605.6,10.23300501434909,False
4852.47333,5605.6,15.5204700527432,False
4689.04,5491.2,17.10712640540494,False
4952.745,5491.2,10.871849852960327,False
4791.29833,5376.8,12.220104649588801,False
4554.30667,5376.8,18.059682616849347,False
4380.285,5262.400000000001,20.13830150321271,False
